index,image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
1135,./corner_detector_dataset/images/javier_1664326730_9236567.jpg,-3313.0,-3139.0,-1505.0,-1541.0,-1703.0,1703.0,-69.0,69.0,0.0
1983,./corner_detector_dataset/images/josea_1664325700_3657331.jpg,-2055.0,-2291.0,-2067.0,-2281.0,1.0,-1.0,225.0,-225.0,0.0
1038,./corner_detector_dataset/images/josea_1664325591_9984636.jpg,-2423.0,-2615.0,-2431.0,-2669.0,31.0,-31.0,215.0,-215.0,0.0
509,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_671116.jpg,-3477.0,-2079.0,-3741.0,-2017.0,101.0,-101.0,-1561.0,1561.0,1.0
1942,./corner_detector_dataset/images/alex_1664325466_3719954.jpg,-2590.0,-2838.0,-2610.0,-2838.0,10.0,-10.0,238.0,-238.0,0.0
1314,./corner_detector_dataset/images/alex_1664325670_4888313.jpg,-3556.0,-3366.0,-2536.0,-2470.0,-958.0,958.0,-128.0,128.0,0.0
1281,./corner_detector_dataset/images/josea_1664325300_8824875.jpg,-144.0,-1730.0,-1252.0,-1554.0,466.0,-466.0,944.0,-944.0,0.0
187,./corner_detector_dataset/images/josea_1664326626_785569.jpg,-634.0,-3278.0,-3996.0,-4688.0,2386.0,-2386.0,1668.0,-1668.0,1.0
1014,./corner_detector_dataset/images/alex_1664325602_0125017.jpg,-3330.0,-3588.0,-4510.0,-4440.0,1016.0,-1016.0,94.0,-94.0,0.0
1252,./corner_detector_dataset/images/josea_1664325571_5882428.jpg,-2484.0,-2726.0,-2476.0,-2734.0,0.0,0.0,250.0,-250.0,0.0
393,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5550985.jpg,-2491.0,-5011.0,-2375.0,-5073.0,-27.0,27.0,2609.0,-2609.0,1.0
1984,./corner_detector_dataset/images/josea_1664325102_4738784.jpg,-2002.0,-2526.0,-1960.0,-1916.0,-326.0,326.0,240.0,-240.0,0.0
1398,./corner_detector_dataset/images/alex_1664325602_3757606.jpg,-5766.0,-5402.0,-5972.0,-6896.0,850.0,-850.0,280.0,-280.0,0.0
74,./corner_detector_dataset/images/javier_1664326612_3095202.jpg,-4493.0,-6871.0,-6679.0,-8047.0,1681.0,-1681.0,1873.0,-1873.0,1.0
9,./corner_detector_dataset/images/alex_1664325502_8602753.jpg,-3979.0,-3207.0,-4071.0,-2713.0,-201.0,201.0,-1065.0,1065.0,1.0
10,./corner_detector_dataset/images/alex_1664325512_7496128.jpg,-2767.0,-6553.0,-2229.0,-7825.0,367.0,-367.0,4691.0,-4691.0,1.0
1183,./corner_detector_dataset/images/alex_1664325569_31333.jpg,-7526.0,-7810.0,-7022.0,-7766.0,-274.0,274.0,514.0,-514.0,0.0
1975,./corner_detector_dataset/images/josea_1664325089_4257631.jpg,-3469.0,-3443.0,-3755.0,-3643.0,243.0,-243.0,-69.0,69.0,0.0
826,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464873_0086198.jpg,-4733.0,-5449.0,-2695.0,-4649.0,-1419.0,1419.0,1335.0,-1335.0,1.0
1410,./corner_detector_dataset/images/josea_1664325262_7052197.jpg,-7860.0,-8230.0,-8612.0,-8910.0,716.0,-716.0,334.0,-334.0,0.0
2045,./corner_detector_dataset/images/javier_1664326633_4893653.jpg,-2507.0,-2479.0,-1689.0,-2235.0,-531.0,531.0,259.0,-259.0,0.0
284,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4504447.jpg,-3602.0,-3192.0,-3782.0,-3344.0,166.0,-166.0,-424.0,424.0,1.0
1992,./corner_detector_dataset/images/josea_1664326602_531164.jpg,-1720.0,-1498.0,-1574.0,-1324.0,-160.0,160.0,-236.0,236.0,0.0
616,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7977781.jpg,-8063.0,-6327.0,-7725.0,-5675.0,-495.0,495.0,-1893.0,1893.0,1.0
1131,./corner_detector_dataset/images/josea_1664325763_6572.jpg,-2735.0,-2825.0,-2711.0,-2883.0,17.0,-17.0,131.0,-131.0,0.0
1768,./corner_detector_dataset/images/javier_1664326684_7521772.jpg,-3985.0,-4243.0,-4143.0,-4379.0,147.0,-147.0,247.0,-247.0,0.0
1981,./corner_detector_dataset/images/javier_1664326503_7717743.jpg,-8372.0,-5300.0,-8392.0,-5992.0,356.0,-356.0,-2736.0,2736.0,0.0
2005,./corner_detector_dataset/images/javier_1664326622_146119.jpg,-2551.0,-2827.0,-2579.0,-2809.0,5.0,-5.0,253.0,-253.0,0.0
1690,./corner_detector_dataset/images/josea_1664326010_7225459.jpg,-2433.0,-3269.0,-4461.0,-3767.0,1263.0,-1263.0,71.0,-71.0,0.0
473,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6342149.jpg,-4085.0,-2941.0,-3969.0,-3907.0,425.0,-425.0,-603.0,603.0,1.0
139,./corner_detector_dataset/images/josea_1664325557_796147.jpg,-969.0,-3473.0,-2615.0,-3497.0,835.0,-835.0,1693.0,-1693.0,1.0
1711,./corner_detector_dataset/images/javier_1664326519_2170308.jpg,-7172.0,-7684.0,-7620.0,-8096.0,430.0,-430.0,494.0,-494.0,0.0
191,./corner_detector_dataset/images/josea_1664326966_1770325.jpg,-3317.0,-7009.0,-2945.0,-7083.0,-149.0,149.0,3915.0,-3915.0,1.0
1906,./corner_detector_dataset/images/alex_1664325468_4942074.jpg,-2713.0,-2981.0,-2787.0,-3029.0,61.0,-61.0,255.0,-255.0,0.0
482,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6431894.jpg,-1321.0,-3069.0,-1153.0,-3707.0,235.0,-235.0,2151.0,-2151.0,1.0
1751,./corner_detector_dataset/images/alex_1664325470_523096.jpg,-10059.0,-10659.0,-9639.0,-10145.0,-467.0,467.0,553.0,-553.0,0.0
1723,./corner_detector_dataset/images/josea_1664326107_1469946.jpg,-2341.0,-4549.0,-2627.0,-4497.0,117.0,-117.0,2039.0,-2039.0,0.0
320,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_485285.jpg,-2114.0,-4200.0,-1854.0,-4036.0,-212.0,212.0,2134.0,-2134.0,1.0
1873,./corner_detector_dataset/images/josea_1664326993_2640965.jpg,-6260.0,-8056.0,-8164.0,-7140.0,494.0,-494.0,386.0,-386.0,0.0
754,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_936836.jpg,-8835.0,-9501.0,-8253.0,-8809.0,-637.0,637.0,611.0,-611.0,1.0
1041,./corner_detector_dataset/images/alex_1664325701_0264533.jpg,-4938.0,-4766.0,-2578.0,-2502.0,-2312.0,2312.0,-124.0,124.0,0.0
2100,./corner_detector_dataset/images/josea_1664326190_4076757.jpg,-2224.0,-1518.0,-1948.0,-1446.0,-174.0,174.0,-604.0,604.0,0.0
430,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5893345.jpg,-5314.0,-2678.0,-5730.0,-6218.0,1978.0,-1978.0,-1074.0,1074.0,1.0
209,./corner_detector_dataset/images/josea_1664327236_2078352.jpg,-8898.0,-6194.0,-8404.0,-5364.0,-662.0,662.0,-2872.0,2872.0,1.0
1412,./corner_detector_dataset/images/alex_1664325508_7029252.jpg,-5856.0,-4524.0,-6196.0,-5072.0,444.0,-444.0,-1228.0,1228.0,0.0
1520,./corner_detector_dataset/images/javier_1664326650_0918102.jpg,-4615.0,-4933.0,-4683.0,-5051.0,93.0,-93.0,343.0,-343.0,0.0
207,./corner_detector_dataset/images/josea_1664327220_5032017.jpg,-9327.0,-6023.0,-9253.0,-6931.0,417.0,-417.0,-2813.0,2813.0,1.0
237,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_3666055.jpg,-1826.0,-4198.0,-1600.0,-4224.0,-100.0,100.0,2498.0,-2498.0,1.0
1003,./corner_detector_dataset/images/josea_1664325075_5299368.jpg,-2197.0,-2419.0,-2443.0,-2651.0,239.0,-239.0,215.0,-215.0,0.0
1610,./corner_detector_dataset/images/josea_1664325642_2790263.jpg,-2713.0,-5347.0,-2747.0,-1867.0,-1723.0,1723.0,877.0,-877.0,0.0
345,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5082238.jpg,-1621.0,-2179.0,-2323.0,-1991.0,257.0,-257.0,113.0,-113.0,1.0
962,./corner_detector_dataset/images/javier_1664326581_4877708.jpg,-3926.0,-4438.0,-3804.0,-4304.0,-128.0,128.0,506.0,-506.0,0.0
1240,./corner_detector_dataset/images/javier_1664326723_5121331.jpg,-3058.0,-3406.0,-2634.0,-2742.0,-544.0,544.0,228.0,-228.0,0.0
1962,./corner_detector_dataset/images/josea_1664326151_681952.jpg,-2616.0,-2806.0,-2642.0,-2836.0,28.0,-28.0,192.0,-192.0,0.0
1268,./corner_detector_dataset/images/javier_1664326463_872841.jpg,-9494.0,-10814.0,-10152.0,-11280.0,562.0,-562.0,1224.0,-1224.0,0.0
2071,./corner_detector_dataset/images/alex_1664325453_337232.jpg,-2996.0,-3310.0,-3282.0,-3576.0,276.0,-276.0,304.0,-304.0,0.0
457,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6162937.jpg,-6623.0,-4571.0,-6487.0,-6193.0,743.0,-743.0,-1173.0,1173.0,1.0
300,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4643426.jpg,-5344.0,-3494.0,-5246.0,-5028.0,718.0,-718.0,-1034.0,1034.0,1.0
1817,./corner_detector_dataset/images/javier_1664326723_1161013.jpg,-6932.0,-6474.0,-4604.0,-5898.0,-1452.0,1452.0,418.0,-418.0,0.0
459,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6182563.jpg,-1474.0,-4216.0,-1994.0,-4248.0,276.0,-276.0,2498.0,-2498.0,1.0
942,./corner_detector_dataset/images/josea_1664326041_1829238.jpg,-4187.0,-4117.0,-4375.0,-4359.0,215.0,-215.0,-43.0,43.0,0.0
1172,./corner_detector_dataset/images/josea_1664325604_6510031.jpg,-3458.0,-2924.0,-3502.0,-2988.0,54.0,-54.0,-524.0,524.0,0.0
1246,./corner_detector_dataset/images/josea_1664325406_4373136.jpg,-2567.0,-2111.0,-2639.0,-2309.0,135.0,-135.0,-393.0,393.0,0.0
474,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6342149.jpg,-5077.0,-3655.0,-4937.0,-4861.0,533.0,-533.0,-749.0,749.0,1.0
1167,./corner_detector_dataset/images/javier_1664326616_6890898.jpg,-2826.0,-3100.0,-2914.0,-3184.0,86.0,-86.0,272.0,-272.0,0.0
1108,./corner_detector_dataset/images/josea_1664325278_0009923.jpg,-2845.0,-2547.0,-3735.0,-3039.0,691.0,-691.0,-497.0,497.0,0.0
463,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6222756.jpg,-7822.0,-5032.0,-7444.0,-4518.0,-446.0,446.0,-2858.0,2858.0,1.0
5,./corner_detector_dataset/images/alex_1664325484_0089595.jpg,-5913.0,-7237.0,-1829.0,-7199.0,-2061.0,2061.0,3347.0,-3347.0,1.0
841,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464873_0225823.jpg,-7319.0,-5085.0,-6915.0,-4411.0,-539.0,539.0,-2369.0,2369.0,1.0
326,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_491269.jpg,-2686.0,-3286.0,-814.0,-3278.0,-940.0,940.0,1532.0,-1532.0,1.0
1226,./corner_detector_dataset/images/josea_1664324929_1546075.jpg,-5139.0,-5059.0,-5437.0,-5643.0,441.0,-441.0,63.0,-63.0,0.0
1260,./corner_detector_dataset/images/alex_1664325737_2114818.jpg,-2623.0,-2043.0,-2011.0,-1365.0,-645.0,645.0,-613.0,613.0,0.0
1601,./corner_detector_dataset/images/alex_1664325721_2658012.jpg,-6602.0,-3236.0,-6526.0,-3280.0,-16.0,16.0,-3306.0,3306.0,0.0
892,./corner_detector_dataset/images/josea_1664326255_66105.jpg,-4382.0,-3664.0,-3804.0,-3438.0,-402.0,402.0,-542.0,542.0,0.0
1083,./corner_detector_dataset/images/javier_1664326570_7332559.jpg,-4493.0,-4661.0,-4523.0,-5381.0,375.0,-375.0,513.0,-513.0,0.0
13,./corner_detector_dataset/images/alex_1664325523_1253247.jpg,-7253.0,-5013.0,-7083.0,-6897.0,857.0,-857.0,-1213.0,1213.0,1.0
1153,./corner_detector_dataset/images/alex_1664325728_6870186.jpg,-2996.0,-2454.0,-3196.0,-2630.0,188.0,-188.0,-554.0,554.0,0.0
694,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8745706.jpg,-5637.0,-5219.0,-5243.0,-2751.0,-1431.0,1431.0,-1455.0,1455.0,1.0
387,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5481186.jpg,-4316.0,-5178.0,-5262.0,-5816.0,792.0,-792.0,708.0,-708.0,1.0
523,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6830845.jpg,-4064.0,-6224.0,-6046.0,-7298.0,1528.0,-1528.0,1706.0,-1706.0,1.0
1388,./corner_detector_dataset/images/javier_1664326460_2062397.jpg,-7806.0,-8302.0,-8428.0,-8916.0,618.0,-618.0,492.0,-492.0,0.0
1437,./corner_detector_dataset/images/javier_1664326685_9084284.jpg,-4320.0,-4316.0,-4202.0,-4406.0,-14.0,14.0,100.0,-100.0,0.0
1446,./corner_detector_dataset/images/javier_1664326649_9086878.jpg,-3836.0,-4246.0,-4014.0,-4396.0,164.0,-164.0,396.0,-396.0,0.0
603,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_7858074.jpg,-2147.0,-1825.0,-2101.0,-13.0,-929.0,929.0,-1205.0,1205.0,1.0
842,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464873_0255744.jpg,-2412.0,-2774.0,-1392.0,-2898.0,-448.0,448.0,934.0,-934.0,1.0
322,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_485285.jpg,-4341.0,-8575.0,-3797.0,-8229.0,-445.0,445.0,4333.0,-4333.0,1.0
1729,./corner_detector_dataset/images/josea_1664325041_4668365.jpg,-9344.0,-10002.0,-10760.0,-11334.0,1374.0,-1374.0,616.0,-616.0,0.0
2004,./corner_detector_dataset/images/josea_1664325128_740061.jpg,-3053.0,-3133.0,-3655.0,-3601.0,535.0,-535.0,13.0,-13.0,0.0
1013,./corner_detector_dataset/images/josea_1664327306_122559.jpg,-8776.0,-8854.0,-5912.0,-4494.0,-3612.0,3612.0,-670.0,670.0,0.0
1539,./corner_detector_dataset/images/josea_1664325082_2245448.jpg,-4325.0,-1203.0,-6387.0,-5919.0,3389.0,-3389.0,-1795.0,1795.0,0.0
1721,./corner_detector_dataset/images/javier_1664326670_3151255.jpg,-9027.0,-9083.0,-5139.0,-5889.0,-3541.0,3541.0,403.0,-403.0,0.0
2086,./corner_detector_dataset/images/javier_1664326454_6557584.jpg,-7525.0,-7983.0,-8013.0,-8445.0,475.0,-475.0,445.0,-445.0,0.0
554,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_7359827.jpg,-2569.0,-3947.0,-3843.0,-4631.0,979.0,-979.0,1083.0,-1083.0,1.0
830,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464873_014641.jpg,-1678.0,-3346.0,-1550.0,-3382.0,-46.0,46.0,1750.0,-1750.0,1.0
1541,./corner_detector_dataset/images/javier_1664326720_3041716.jpg,-5484.0,-3624.0,-5762.0,-3806.0,230.0,-230.0,-1908.0,1908.0,0.0
455,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6162937.jpg,-3190.0,-2192.0,-3116.0,-2982.0,358.0,-358.0,-566.0,566.0,1.0
307,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_4713225.jpg,-7489.0,-4573.0,-7383.0,-5389.0,355.0,-355.0,-2455.0,2455.0,1.0
72,./corner_detector_dataset/images/javier_1664326603_31135.jpg,-5390.0,-2720.0,-5820.0,-6302.0,2006.0,-2006.0,-1094.0,1094.0,1.0
257,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_412481.jpg,-1157.0,-3171.0,-2195.0,-4119.0,993.0,-993.0,1969.0,-1969.0,1.0
1997,./corner_detector_dataset/images/alex_1664325689_1304247.jpg,-5605.0,-10365.0,-6199.0,-10273.0,251.0,-251.0,4417.0,-4417.0,0.0
2,./corner_detector_dataset/images/alex_1664325469_374357.jpg,-5143.0,-10169.0,-4489.0,-9777.0,-523.0,523.0,5157.0,-5157.0,1.0
1832,./corner_detector_dataset/images/alex_1664325527_4150062.jpg,-3772.0,-4080.0,-3982.0,-4226.0,178.0,-178.0,276.0,-276.0,0.0
2105,./corner_detector_dataset/images/josea_1664325663_2702763.jpg,-4294.0,-4378.0,-4556.0,-4584.0,234.0,-234.0,56.0,-56.0,0.0
1205,./corner_detector_dataset/images/alex_1664325461_0077693.jpg,-4060.0,-4598.0,-4374.0,-4836.0,276.0,-276.0,500.0,-500.0,0.0
1931,./corner_detector_dataset/images/alex_1664325578_0458024.jpg,-3422.0,-4900.0,-2050.0,-2260.0,-2006.0,2006.0,844.0,-844.0,0.0
929,./corner_detector_dataset/images/javier_1664326652_5440032.jpg,-8516.0,-8534.0,-9138.0,-9060.0,574.0,-574.0,-30.0,30.0,0.0
2074,./corner_detector_dataset/images/alex_1664325495_3685825.jpg,-3862.0,-4286.0,-3970.0,-4430.0,126.0,-126.0,442.0,-442.0,0.0
479,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6401992.jpg,-4509.0,-3011.0,-4295.0,-2699.0,-263.0,263.0,-1547.0,1547.0,1.0
2059,./corner_detector_dataset/images/josea_1664325096_8199637.jpg,-2994.0,-2660.0,-1972.0,-1698.0,-992.0,992.0,-304.0,304.0,0.0
1518,./corner_detector_dataset/images/josea_1664325664_7065625.jpg,-2245.0,-2513.0,-2309.0,-2527.0,39.0,-39.0,243.0,-243.0,0.0
909,./corner_detector_dataset/images/alex_1664325729_595929.jpg,-9259.0,-9603.0,-8225.0,-8815.0,-911.0,911.0,467.0,-467.0,0.0
117,./corner_detector_dataset/images/josea_1664325221_2274456.jpg,-4140.0,-284.0,-4212.0,-2256.0,1022.0,-1022.0,-2906.0,2906.0,1.0
1340,./corner_detector_dataset/images/alex_1664325633_333481.jpg,-5455.0,-1791.0,-6885.0,-5787.0,2713.0,-2713.0,-2381.0,2381.0,0.0
1808,./corner_detector_dataset/images/josea_1664326113_891534.jpg,-2737.0,-2565.0,-2733.0,-2403.0,-83.0,83.0,-251.0,251.0,0.0
1029,./corner_detector_dataset/images/alex_1664325722_183656.jpg,-9119.0,-9581.0,-9853.0,-10317.0,735.0,-735.0,463.0,-463.0,0.0
466,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6252728.jpg,-2651.0,-6195.0,-2261.0,-7563.0,489.0,-489.0,4423.0,-4423.0,1.0
1676,./corner_detector_dataset/images/josea_1664325240_7530727.jpg,-2436.0,-2432.0,-2424.0,-2260.0,-92.0,92.0,-84.0,84.0,0.0
1473,./corner_detector_dataset/images/javier_1664326555_4456794.jpg,-7602.0,-7656.0,-7944.0,-8050.0,368.0,-368.0,80.0,-80.0,0.0
445,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6042924.jpg,-4989.0,-3163.0,-5175.0,-3071.0,47.0,-47.0,-1965.0,1965.0,1.0
1624,./corner_detector_dataset/images/javier_1664326751_9284487.jpg,-7357.0,-7553.0,-7749.0,-7639.0,239.0,-239.0,43.0,-43.0,0.0
1035,./corner_detector_dataset/images/alex_1664325529_8758712.jpg,-9875.0,-10333.0,-10655.0,-10939.0,693.0,-693.0,371.0,-371.0,0.0
1198,./corner_detector_dataset/images/javier_1664326734_553114.jpg,-7482.0,-7996.0,-7972.0,-8438.0,466.0,-466.0,490.0,-490.0,0.0
776,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9607718.jpg,-1726.0,-284.0,-2512.0,-2062.0,1282.0,-1282.0,-946.0,946.0,1.0
604,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7858074.jpg,-2646.0,-2248.0,-2602.0,-16.0,-1138.0,1138.0,-1492.0,1492.0,1.0
568,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7489395.jpg,-2748.0,-2926.0,-462.0,-2840.0,-1186.0,1186.0,1278.0,-1278.0,1.0
1397,./corner_detector_dataset/images/alex_1664325543_070233.jpg,-3680.0,-4050.0,-2262.0,-2580.0,-1444.0,1444.0,344.0,-344.0,0.0
2078,./corner_detector_dataset/images/javier_1664326684_4484758.jpg,-6731.0,-3459.0,-6333.0,-3643.0,-107.0,107.0,-2981.0,2981.0,0.0
1078,./corner_detector_dataset/images/javier_1664326504_5319612.jpg,-2776.0,-6740.0,-3322.0,-6874.0,340.0,-340.0,3758.0,-3758.0,0.0
1092,./corner_detector_dataset/images/alex_1664325652_2361376.jpg,-2071.0,-2301.0,-2109.0,-2341.0,39.0,-39.0,231.0,-231.0,0.0
84,./corner_detector_dataset/images/javier_1664326668_0024228.jpg,-3045.0,-7073.0,-2601.0,-8619.0,551.0,-551.0,5023.0,-5023.0,1.0
1743,./corner_detector_dataset/images/javier_1664326475_0533972.jpg,-2356.0,-2764.0,-2124.0,-2548.0,-224.0,224.0,416.0,-416.0,0.0
1769,./corner_detector_dataset/images/josea_1664326095_5168986.jpg,-3417.0,-2933.0,-3189.0,-2811.0,-175.0,175.0,-431.0,431.0,0.0
1276,./corner_detector_dataset/images/josea_1664325636_606095.jpg,-1447.0,-1909.0,-1267.0,-1443.0,-323.0,323.0,319.0,-319.0,0.0
1211,./corner_detector_dataset/images/josea_1664325993_2865326.jpg,-844.0,-2144.0,-1300.0,-1768.0,40.0,-40.0,884.0,-884.0,0.0
755,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9388068.jpg,-5024.0,-2810.0,-4944.0,-3474.0,292.0,-292.0,-1842.0,1842.0,1.0
1494,./corner_detector_dataset/images/josea_1664325588_10248.jpg,-6026.0,-3836.0,-6252.0,-3718.0,54.0,-54.0,-2362.0,2362.0,0.0
151,./corner_detector_dataset/images/josea_1664325705_051122.jpg,-977.0,-3441.0,-2557.0,-3463.0,801.0,-801.0,1685.0,-1685.0,1.0
1673,./corner_detector_dataset/images/alex_1664325581_0167582.jpg,-1866.0,-2030.0,-2424.0,-2472.0,500.0,-500.0,106.0,-106.0,0.0
1286,./corner_detector_dataset/images/josea_1664326045_9512322.jpg,-5627.0,-6497.0,-8557.0,-8813.0,2623.0,-2623.0,563.0,-563.0,0.0
388,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5481186.jpg,-5664.0,-6796.0,-6896.0,-7628.0,1032.0,-1032.0,932.0,-932.0,1.0
1950,./corner_detector_dataset/images/josea_1664325471_8296745.jpg,-4832.0,-3758.0,-5486.0,-3484.0,190.0,-190.0,-1538.0,1538.0,0.0
731,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_913874.jpg,-2860.0,-4178.0,-4218.0,-4904.0,1042.0,-1042.0,1002.0,-1002.0,1.0
172,./corner_detector_dataset/images/josea_1664326220_176129.jpg,-5949.0,-5547.0,-5575.0,-2951.0,-1485.0,1485.0,-1513.0,1513.0,1.0
1296,./corner_detector_dataset/images/alex_1664325466_1020782.jpg,-1341.0,-1175.0,-1271.0,-1283.0,19.0,-19.0,-77.0,77.0,0.0
530,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6920955.jpg,-2119.0,-121.0,-2143.0,-1151.0,527.0,-527.0,-1495.0,1495.0,1.0
1936,./corner_detector_dataset/images/javier_1664326758_873579.jpg,-2707.0,-2841.0,-3015.0,-3415.0,441.0,-441.0,267.0,-267.0,0.0
765,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_9477818.jpg,-3977.0,-3099.0,-3905.0,-1317.0,-927.0,927.0,-1733.0,1733.0,1.0
735,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_9178865.jpg,-3876.0,-1922.0,-3758.0,-3504.0,732.0,-732.0,-1104.0,1104.0,1.0
1649,./corner_detector_dataset/images/josea_1664325108_3631155.jpg,-1450.0,-1930.0,-1278.0,-1482.0,-310.0,310.0,342.0,-342.0,0.0
1497,./corner_detector_dataset/images/alex_1664325468_3723097.jpg,-2045.0,-2297.0,-2049.0,-2275.0,-9.0,9.0,239.0,-239.0,0.0
1498,./corner_detector_dataset/images/alex_1664325734_1037374.jpg,-2354.0,-1688.0,-3238.0,-2680.0,938.0,-938.0,-612.0,612.0,0.0
374,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5371468.jpg,-2752.0,-2622.0,-3056.0,-2682.0,182.0,-182.0,-252.0,252.0,1.0
1262,./corner_detector_dataset/images/josea_1664325309_4504569.jpg,-1045.0,-429.0,-815.0,-861.0,101.0,-101.0,-285.0,285.0,0.0
709,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_89054.jpg,-2447.0,-2575.0,-419.0,-2525.0,-1039.0,1039.0,1117.0,-1117.0,1.0
937,./corner_detector_dataset/images/javier_1664326494_8632157.jpg,-5660.0,-4738.0,-5808.0,-5190.0,300.0,-300.0,-770.0,770.0,0.0
1957,./corner_detector_dataset/images/josea_1664326475_8674853.jpg,-2644.0,-2350.0,-2802.0,-2644.0,226.0,-226.0,-226.0,226.0,0.0
1184,./corner_detector_dataset/images/javier_1664326594_620152.jpg,-2701.0,-2895.0,-2685.0,-2945.0,17.0,-17.0,227.0,-227.0,0.0
1074,./corner_detector_dataset/images/josea_1664326180_004923.jpg,-5648.0,-8338.0,-4788.0,-6374.0,-1412.0,1412.0,2138.0,-2138.0,0.0
1709,./corner_detector_dataset/images/alex_1664325593_0691917.jpg,-6316.0,-7796.0,-6516.0,-8028.0,216.0,-216.0,1496.0,-1496.0,0.0
1589,./corner_detector_dataset/images/josea_1664325502_0566661.jpg,-5272.0,-5536.0,-6004.0,-6168.0,682.0,-682.0,214.0,-214.0,0.0
670,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_851633.jpg,-3620.0,-226.0,-3688.0,-1962.0,902.0,-902.0,-2560.0,2560.0,1.0
32,./corner_detector_dataset/images/alex_1664325641_2183406.jpg,-1756.0,-5210.0,-3516.0,-6758.0,1654.0,-1654.0,3348.0,-3348.0,1.0
238,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_3666055.jpg,-2841.0,-6503.0,-2477.0,-6545.0,-161.0,161.0,3865.0,-3865.0,1.0
127,./corner_detector_dataset/images/josea_1664325368_3448832.jpg,-6483.0,-4053.0,-6273.0,-6029.0,883.0,-883.0,-1337.0,1337.0,1.0
354,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5172262.jpg,-4048.0,-2208.0,-3910.0,-3662.0,658.0,-658.0,-1044.0,1044.0,1.0
164,./corner_detector_dataset/images/josea_1664326100_7238793.jpg,-4144.0,-290.0,-4214.0,-2264.0,1022.0,-1022.0,-2902.0,2902.0,1.0
1462,./corner_detector_dataset/images/javier_1664326486_8434644.jpg,-7917.0,-9325.0,-8405.0,-9727.0,445.0,-445.0,1365.0,-1365.0,0.0
1352,./corner_detector_dataset/images/alex_1664325562_9616084.jpg,-6781.0,-9091.0,-7327.0,-11183.0,1319.0,-1319.0,3083.0,-3083.0,0.0
